ID;TWEET;label;len emoji;len text;len letters;TWEET_clean
123;😂😂😂 انا خايفه ادخل تويتر مو بس حسابك;fear;3;8;18;😂😂😂 انا خايفه ادخل تويتر مو حسابك
124;: الست بتقول للقاضي اشوفه يا بيه 3 ثواني ابني معملش حاجه . خدوا عليا اقرار  زل;sadness;0;17;26;الست بتقول للقاضي اشوفه بيه 3 ثواني ابني معملش حاجه خدوا عليا اقرار زل
125;القسوه لاتكون دائماً عنوان للقلوب الميته فَ بعض القلوب تنبض بالجمال والحب لكنها تقسو لانها خائفه من اعاده تجربه مؤلمه;fear;0;20;25;القسوه لاتكون دائما عنوان للقلوب الميته القلوب تنبض بالجمال والحب لكنها تقسو لانها خائفه اعاده تجربه مؤلمه
126;شخص اناني ولا يمت بعراقه اغلب اجيال ارسنال ، هنري يهين ارسنال بـ كلامه ، وفينجر يهين ارسنال بـ افعاله مؤخراً ..;anger;0;22;26;شخص اناني يمت بعراقه اغلب اجيال ارسنال ، هنري يهين ارسنال بـ كلامه ، وفينجر يهين ارسنال بـ افعاله مؤخرا
127;امُي قدام حسّن غمازاتها انا مغلوب امري.;love;0;7;20;امي قدام حسن غمازاتها انا مغلوب امري
128;حجازي طويل اوي ايههه داااا;surprise;0;5;11;حجازي طويل اوي ايههه داااا
129;غير مستغرب من طيران الامارات ، ذوق وخدمه ممتازه وتعويض المتضرر وسرعه الخدمه ....الي الامام;joy;0;15;23;مستغرب طيران الامارات ، ذوق وخدمه ممتازه وتعويض المتضرر وسرعه الخدمه الي الامام
130;لو تسال عيوني حدود التمني .. قالت لقي وجهك وجلسه قبالك💜  احبك;love;1;12;19;تسال عيوني حدود التمني قالت لقي وجهك وجلسه قبالك💜 احبك
131;1988massacre نظام ايران استبدادي درجه اولي لابد ان يواجه بقوه وغضب;anger;0;11;27;1988massacre نظام ايران استبدادي درجه اولي لابد ان يواجه بقوه وغضب
132;هي  العلوقيه  دخلت الاوليمبياد ولا لسه .. ما نبدا احنا ونعمل اتحاد للعبه!  دهب  دهب  دهب;none;0;16;18;العلوقيه دخلت الاوليمبياد لسه نبدا احنا ونعمل اتحاد للعبه دهب دهب دهب
133;معلومتين علي الماشي: مروان رجب غالبا مش مكمل بعد الاوليمبياد (اتحاد اليد هايتغير في اكتوبر) تعليق الامل علي التاهل للدور الثاني سذاجه;none;0;22;26;معلومتين علي الماشي مروان رجب مش مكمل الاوليمبياد اتحاد اليد هايتغير اكتوبر تعليق الامل علي التاهل للدور الثاني سذاجه
134;تقول  فتاه توفيت امي اثناء ولادتي فاخذت اخر  نفس من انفاسها تاملوه جيدا  مؤلمه  لحد;sadness;0;15;21;تقول فتاه توفيت امي اثناء ولادتي فاخذت اخر انفاسها تاملوه جيدا مؤلمه لحد
135;اني عرفتُ من النساءِ قبائلاً لكنْ كرسمكِ لم تجد الواني <3 ~;love;0;12;26;اني عرفت النساء قبائلا كرسمك تجد الواني 3
136;الارجنتين خرجت من منافسات كره القدم في الاوليمبياد بعد ما اتعادلت مع الهندوراس.. الهندوراس اتاهلت بفرق الاهداف  Football;none;0;18;26;الارجنتين خرجت منافسات كره القدم الاوليمبياد اتعادلت الهندوراس الهندوراس اتاهلت بفرق الاهداف Football
137;كسم ريال مدريد ياعم :D;anger;0;5;12;كسم مدريد ياعم D
138;اذا قلت  احبك  فاحترم هذا الميثاق، واحمل هذه الامانه، واصدق في هذه التبعه، واوف بهذا العقد.;love;0;16;22;اذا قلت احبك فاحترم الميثاق، واحمل الامانه، واصدق التبعه، واوف بهذا العقد
139;انتوا ابتديتوا تزايدوا علي احمد زويل !!! انتو ايه !! صراصير ؟ مفيش احساس;anger;0;14;21;انتوا ابتديتوا تزايدوا علي احمد زويل انتو ايه صراصير ؟ مفيش احساس
140;الناس اللي ضغطهم عالي دول ربنا يتولاهم وخصوصا اللي يبضايقوا من اقل حاجه;sympathy;0;13;22;الناس اللي ضغطهم عالي دول ربنا يتولاهم وخصوصا اللي يبضايقوا اقل حاجه
141;:  منَ تعلم الاكتفاء بَ شخْص واحد ،عرف معّني  الحٌب .;love;0;11;26;تعلم الاكتفاء شخص ،عرف معني الحب
142;10 واعلموا يا احرار  القطيف باننا معكم قلبا وقالبا  قلوبنا معكم وسيوفنا مسلوله معكم   عهداً لن تكونوا في المواجهه و…;sympathy;0;20;24;10 واعلموا احرار القطيف باننا معكم قلبا وقالبا قلوبنا معكم وسيوفنا مسلوله معكم عهدا تكونوا المواجهه و…
143;Copied  عامل نفسه من     بنها    .. اشمعني     بنها    ؟  عمرك فكرت ايه هو السر ورا جمله     عامل نفسك من بنها     ؟!! السبب هو...;surprise;0;23;26;Copied عامل نفسه بنها اشمعني بنها ؟ عمرك فكرت ايه السر ورا جمله عامل نفسك بنها ؟ السبب
144;: زي انهارده من 15 سنه الاهلي فشخ ريال مدريد في ستاد القاهره.;joy;0;13;20;زي انهارده 15 سنه الاهلي فشخ مدريد ستاد القاهره
145;هتفشل الاوليمبياد دي واضحه يعني;none;0;5;16;هتفشل الاوليمبياد دي واضحه يعني
146;الله يسلمك انا مره خايفه ومو عارفه كيف ابدا....ارجوك كوني معاي;fear;0;11;18;الله يسلمك انا مره خايفه ومو عارفه ابداارجوك كوني معاي
147;l banna:   هو برضو ! برضو ! .... انتي كمان بيحصل معاكي الحاجات دي ...!! ياسبحان الله😁;surprise;1;17;27;l banna برضو برضو انتي كمان بيحصل معاكي الحاجات دي ياسبحان الله😁
148;لا مش معقوووول ههههههههههه!!! واو. طب مين هيدفع لبعض الناس و هو فالسجن؟;surprise;0;13;21;مش معقوووول ههههههههههه طب مين هيدفع لبعض الناس فالسجن؟
149;ماتش للتاااااااااااااااريخ ، الباشمهندس ديلبوترو يفوز بمجموعتين لواحد في واحده من افضل مباريات التنس في الاوليمبياد  Rio2016  tennis;none;0;18;33;ماتش للتاااااااااااااااريخ ، الباشمهندس ديلبوترو يفوز بمجموعتين لواحد واحده افضل مباريات التنس الاوليمبياد Rio2016 tennis
150;maher  انا بمتحن ✋;fear;1;4;13;maher انا بمتحن ✋
151;: رفيق السوء مثل البعوض لا تحسّ به الا بعد اللّسع.  .  مصطفي المنفلوطي;sadness;0;14;25;رفيق السوء البعوض تحس الا اللسع مصطفي المنفلوطي
152;انا مرعوبه من الليڤل اللي الناس وصلتله والله;fear;0;8;15;انا مرعوبه الليڤل اللي الناس وصلتله والله
153;هو مين ابن الوسخه اللي رفع علم السعوديه من بعثه مصر في الاوليمبياد ؟؟ حد عنده معلومات عن المعتوه ده ؟;anger;0;21;20;مين ابن الوسخه اللي رفع السعوديه بعثه مصر الاوليمبياد ؟؟ حد عنده معلومات المعتوه ده ؟
154;ابقي اعرف  قيمتك عندهم الاول ، قبل ما تقولهم عشان  خاطري;sadness;0;11;20;ابقي اعرف قيمتك عندهم الاول ، تقولهم عشان خاطري
155;صار ليل و قامت العالم تروح خايفه انك مثل هالعالم تروح !;fear;0;12;19;ليل قامت العالم تروح خايفه انك هالعالم تروح
156;تركي العواد يسيء للسعوديات ياخي انا مستغرب الدرباويه وينهم عنه ي  الدرباويه???? هذا قعد يغلط علي امهاتكم ????????????;anger;0;18;22;تركي العواد يسيء للسعوديات ياخي انا مستغرب الدرباويه وينهم عنه الدرباويه قعد يغلط علي امهاتكم
157;جمال الغندور : هدفي مباره  الزمالك في ماتش انبي صحيحه .. و ضربه جزاء الزمالك غير صحيحه . و ضربه جزاء انبي صحيحه . و كان يجب طرد احمد علي;joy;0;30;26;جمال الغندور هدفي مباره الزمالك ماتش انبي صحيحه ضربه جزاء الزمالك صحيحه ضربه جزاء انبي صحيحه يجب طرد احمد علي
158;: صور المذبحه الي تعرض لها المرتزقه وجنود وضباط  السعوديه يوم امس في زحفهم الفاشل علي  الطوال و  حرض  تسلم الايادي;anger;0;21;25;صور المذبحه الي تعرض المرتزقه وجنود وضباط السعوديه يوم امس زحفهم الفاشل علي الطوال حرض تسلم الايادي
159;وبغض النظر عن كل شيء يبقي المصرين الوحيدين اللي شتمو وسخرو وشغالين تريقه علي لاعبيهم المصرين في الاوليمبياد حتي اصابهم الاحباط ومفيش دعم لهم;sadness;0;24;26;وبغض النظر شيء يبقي المصرين الوحيدين اللي شتمو وسخرو وشغالين تريقه علي لاعبيهم المصرين الاوليمبياد حتي اصابهم الاحباط ومفيش دعم
